Ê—“‘,«Ã „«⁄Ì,«œ» Ê Â‰—,”Ì«”Ì,«ﬁ ’«œ
0,0,2,0,0
22,102,20,57,46
0,0,0,1,0
0,1,1,2,2
0,2,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
81,20,9,54,8
0,0,1,0,0
0,0,0,1,0
0,0,1,1,0
0,0,0,1,0
0,0,1,0,0
0,5,0,21,1
0,1,0,0,0
0,0,0,1,0
0,21,1,2,0
0,0,0,1,0
0,1,0,0,0
1,0,0,0,0
0,1,0,0,1
0,0,0,0,1
1,0,0,0,0
5,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,1,0,0,0
2,6,5,1,2
0,0,1,0,0
2,8,0,0,1
0,143,4,4,0
0,1,0,0,0
0,0,0,1,0
0,0,3,1,0
0,1,0,4,0
1,10,8,19,24
1,9,1,4,0
1,0,3,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,0,2
0,0,0,1,0
0,0,1,0,0
0,0,0,1,0
0,0,1,1,0
0,6,1,5,0
0,0,2,0,0
0,0,0,1,0
0,5,0,0,1
0,1,0,0,0
1,0,0,0,0
0,2,0,0,0
0,0,0,1,0
3,8,0,16,3
0,4,0,1,0
0,1,1,1,4
1,20,0,18,0
232,0,0,0,45
37,84,30,17,2
36,0,0,0,0
4,1,2,1,0
0,0,1,0,0
2,0,0,1,0
0,0,1,0,0
0,0,1,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,0,0,1,0
0,0,1,0,0
0,0,0,0,2
0,0,2,0,0
0,1,2,0,0
0,0,0,1,0
0,0,1,0,0
1,0,0,0,0
0,4,0,8,7
0,0,0,1,0
0,0,0,1,0
2,12,3,11,1
2,19,12,25,0
3,0,0,0,0
0,0,4,0,0
0,0,1,0,0
3,6,1,1,1
2,6,3,2,1
2,0,0,0,0
3,27,4,28,94
0,5,0,4,0
0,0,1,0,0
0,3,0,0,0
17,19,29,0,5
2,0,0,1,0
0,0,0,0,3
2,0,0,0,0
7,6,7,5,2
1,0,0,0,0
0,1,0,1,0
0,0,2,0,0
0,1,0,0,0
0,0,0,1,0
0,0,1,2,0
0,10,1,3,16
0,0,1,0,0
1,0,0,0,0
0,0,0,0,1
0,1,2,0,0
0,0,0,1,0
0,1,0,0,0
1,0,1,1,0
0,0,0,1,0
0,1,0,0,4
0,1,1,2,0
0,1,0,0,0
0,0,0,1,2
0,1,0,0,0
97,0,0,0,0
22,2,2,0,1
11,12,7,16,3
0,0,0,1,0
0,0,0,0,1
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
2,2,3,5,0
0,0,0,2,0
0,0,0,1,0
0,0,0,1,0
1,3,0,0,0
304,20,4,93,50
0,1,0,0,0
0,0,1,0,0
0,2,0,0,0
4,5,1,3,0
0,0,0,0,123
1,0,0,2,0
0,0,0,4,0
1,0,0,0,0
1,0,0,0,0
1477,120,38,922,244
0,0,0,1,0
2,0,0,0,0
0,0,0,0,1
0,0,1,0,0
2,0,0,0,0
0,1,0,0,0
16,43,4,18,151
4,15,2,4,2
0,0,0,1,0
0,0,0,1,3
8,0,0,1,0
0,1,14,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,0,2
0,0,0,1,0
2,0,1,2,2
0,1,0,0,0
1,6,1,1,0
12,18,3,19,38
0,0,0,0,3
2,5,4,4,7
1,1,0,0,0
1,4,2,1,1
0,0,0,0,1
1,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,0,3,0
0,0,0,0,1
0,0,0,2,1
0,5,4,39,0
13,94,44,92,161
1,11,2,6,3
16,36,10,30,21
0,1,1,0,0
1,1,0,0,0
0,2,0,0,0
0,2,0,3,0
0,0,0,1,0
0,1,0,0,0
0,3,1,0,0
0,1,0,0,0
6,0,0,1,0
0,4,0,0,0
1,0,0,0,0
3,49,10,57,71
0,1,0,0,0
0,0,0,1,0
1,1,2,1,4
0,0,0,1,0
0,0,0,0,1
0,4,0,2,0
1,0,0,0,0
0,1,0,0,0
0,1,1,0,0
0,1,2,0,2
9,13,3,1,1
0,0,1,0,0
0,0,0,1,1
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
1,1,4,1,2
1,0,0,0,0
0,0,0,0,1
0,0,0,0,1
0,7,6,15,2
0,0,0,2,1
9,8,7,10,7
0,0,4,0,0
2,13,1,2,3
0,6,0,0,38
1,0,0,0,0
1,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,1,0,0,0
0,0,0,0,1
1,0,6,0,1
2,0,0,4,0
3,4,6,2,0
0,1,2,0,0
1,8,6,16,3
39,15,9,20,3
0,0,0,0,1
1,0,18,0,2
0,2,0,0,0
0,0,0,1,0
52,93,25,80,53
1,0,0,0,0
0,2,0,0,0
0,3,0,3,0
7,3,1,1,2
0,3,0,0,0
0,1,0,0,0
0,4,3,5,0
17,34,7,22,13
0,3,1,0,1
0,1,0,0,0
1,0,0,0,0
0,0,0,0,1
24,152,6,99,206
2,16,5,1,0
0,1,1,0,0
0,0,1,0,0
0,2,0,0,0
0,4,2,0,1
6,9,0,3,1
0,1,0,0,0
5,0,3,0,0
1,0,0,0,0
0,0,1,0,0
0,2,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,1,0
0,1,0,0,0
0,6,0,0,0
0,0,0,0,1
0,0,1,0,0
1,0,0,0,0
0,0,0,0,1
0,8,0,0,0
0,4,7,2,0
5,0,0,0,0
0,2,0,2,0
0,8,0,1,0
0,0,0,1,0
0,0,0,1,0
0,17,0,3,0
0,5,0,1,0
0,0,0,0,10
1,0,0,0,0
7,33,4,11,16
0,0,0,1,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,3
0,1,0,0,0
0,0,0,1,0
4,0,0,0,0
2,17,2,1,50
2,0,0,0,0
2,0,0,0,1
3,0,0,1,0
0,2,0,2,0
0,0,0,1,0
16,16,8,23,10
0,0,0,0,1
0,0,0,1,0
0,0,0,0,1
0,0,1,0,0
0,2,0,1,0
0,1,11,0,0
0,0,1,0,0
8,19,1,6,4
0,0,0,1,0
0,2,0,0,0
0,0,1,0,0
0,2,0,1,0
11,191,9,99,392
0,0,0,1,2
0,7,0,1,0
0,1,0,0,0
0,2,0,0,0
1,0,0,0,0
0,0,0,0,1
0,1,0,4,0
0,6,1,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,2,0
1,0,1,0,0
2,0,0,0,0
0,0,1,0,0
211,1,0,0,3
2,5,2,12,1
1,0,0,1,0
21,3,0,0,0
0,0,1,0,0
1,26,6,11,16
4,4,0,4,1
0,4,4,0,0
0,1,1,2,0
0,0,0,1,0
0,0,0,1,0
14,0,0,0,0
7,0,0,1,0
24,105,10,174,46
1,0,0,0,0
1,1,0,0,0
1,49,0,9,8
0,1,0,0,0
1,6,5,28,2
0,2,0,0,0
0,7,0,3,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,0,1
0,0,1,0,0
0,72,0,9,1
1,1,0,0,0
0,0,2,0,0
0,0,0,1,0
0,0,0,0,1
0,0,1,0,1
0,0,1,1,0
0,1,0,0,0
0,0,1,0,0
1,0,0,0,0
0,2,0,0,0
1,0,0,0,0
10,4,1,0,0
0,1,1,0,0
0,1,0,0,0
12,0,0,0,0
15,27,12,13,7
5,54,38,22,7
0,1,0,0,1
0,0,1,0,0
4,0,0,0,0
2,3,0,0,11
0,0,0,0,1
5,357,1,79,10
0,0,1,0,0
0,1,0,0,0
4,0,0,1,1
0,0,3,2,0
0,0,0,1,0
1,1,0,0,0
0,1,0,0,0
2,3,1,0,0
0,2,0,0,0
0,1,0,1,0
0,0,1,0,0
0,0,1,0,0
3,13,4,22,12
0,1,0,0,0
1,4,2,2,0
0,0,1,0,0
0,0,2,1,0
0,0,1,0,0
1,0,0,0,0
0,1,0,0,0
23,1,1,0,170
0,2,1,2,0
30,202,121,239,61
0,0,0,0,1
0,1,0,0,0
1,0,0,4,0
2,0,0,0,0
0,0,0,0,2
0,3,0,6,2
0,1,0,0,0
0,1,0,1,6
3,0,0,1,4
0,0,0,1,0
4,0,0,0,0
0,0,1,0,0
2,12,29,0,0
0,5,6,0,0
0,1,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,3,2,3
1,0,0,0,0
0,0,0,1,0
0,0,0,0,1
1,5,1,2,2
0,0,0,1,0
1,4,0,2,7
0,0,0,0,1
0,2,0,0,0
0,1,0,0,0
0,1,0,0,0
0,8,1,1,4
0,7,32,2,17
0,0,0,1,0
0,0,0,2,0
0,3,0,0,0
110,53,15,78,174
0,1,0,0,0
0,1,0,0,0
4,17,12,4,1
0,1,0,0,0
0,0,1,0,0
8,34,4,7,2
0,1,0,4,0
2,7,2,2,0
0,0,0,1,0
0,1,0,0,0
6,2,0,2,0
0,2,0,0,0
0,0,0,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,2,4
0,0,3,0,0
0,0,0,1,0
4,0,5,0,0
0,0,0,1,0
2,11,4,2,4
0,0,0,0,1
0,0,0,1,0
25,22,17,22,8
1,0,0,0,0
1,1,0,1,0
1,0,0,0,0
45,193,58,115,19
0,0,0,1,0
0,0,0,1,0
38,0,4,12,25
13,69,1,23,8
1,0,0,0,0
1,0,0,0,0
6,1,0,0,0
0,1,0,0,0
0,1,0,1,0
1,13,4,1,1
0,0,1,0,0
0,0,1,0,0
0,0,0,0,1
335,939,187,618,329
0,1,0,0,0
68,317,50,286,319
0,0,1,0,0
0,0,0,0,1
6,8,7,19,3
1,0,0,0,0
0,1,0,0,0
0,0,1,0,0
0,0,7,0,0
0,1,0,0,0
0,1,0,0,0
2,0,0,0,0
0,1,0,0,0
0,11,10,6,2
0,0,0,1,0
0,0,1,0,0
1,0,0,0,0
0,0,1,0,0
0,0,0,1,0
1,0,0,0,0
0,2,2,0,0
0,0,0,1,0
3,0,0,0,0
1,0,0,2,0
1,0,2,0,0
0,0,1,0,0
11,15,7,6,3
0,0,0,1,0
1,0,0,0,0
0,0,0,0,1
0,0,1,0,0
0,0,0,1,0
4,10,1,4,0
0,0,0,1,0
0,1,0,4,0
0,0,0,1,0
0,1,0,0,0
19,31,30,6,3
0,0,0,1,0
0,0,0,1,0
0,1,0,0,1
6,8,6,1,5
0,0,0,2,0
0,0,1,0,0
0,0,2,0,0
0,3,1,0,0
0,0,1,0,0
1,1,0,0,0
1,8,2,9,4
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,3,1,0,0
0,0,1,0,0
0,0,4,0,0
0,1,0,0,0
12,0,0,1,0
7,4,2,2,3
0,1,1,1,0
0,5,8,1,14
1,46,0,15,0
0,0,0,1,0
0,0,1,1,0
1,4,0,0,0
2,28,17,2,3
0,1,6,0,0
2,1,1,0,0
0,0,0,1,0
58,47,2,83,152
13,3,1,0,0
0,1,2,0,0
0,2,4,0,3
0,0,1,0,0
1,0,0,0,0
0,0,0,1,0
19,11,8,41,6
5,8,4,27,9
0,0,1,1,0
0,1,0,0,3
0,2,0,0,0
0,0,0,1,0
0,1,0,0,0
10,6,3,15,1
0,0,1,0,0
0,0,0,0,1
0,0,0,0,6
4,7,0,0,0
0,0,0,0,2
0,0,0,1,0
0,7,1,0,0
0,1,0,0,0
0,3,2,1,1
2281,1506,299,1567,1282
2,3,0,0,1
23,99,9,61,50
1,3,3,0,0
2,245,1,36,0
0,2,0,0,0
0,0,0,0,1
2,32,14,44,27
2,3,1,0,5
1,0,0,0,0
0,1,1,0,1
0,0,0,0,1
1,0,0,0,0
0,0,1,0,0
0,1,0,0,0
7,0,0,1,0
99,128,42,156,71
0,14,0,0,0
5,6,1,1,0
0,0,0,1,0
0,0,0,1,1
8,1,3,0,0
0,0,0,1,1
6,7,4,33,52
4,0,0,0,0
0,0,0,0,1
0,4,4,6,0
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,0,1
2,23,81,15,0
0,0,0,2,1
0,1,0,0,0
0,2,0,0,0
0,1,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
1,1,0,0,0
0,0,0,1,0
69,189,44,425,537
0,0,0,0,1
0,1,0,0,0
0,2,2,0,0
0,3,0,1,1
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
2,0,0,0,0
0,1,0,0,0
0,0,0,1,0
0,10,3,1,0
0,0,0,1,0
0,0,1,0,4
0,2,4,0,1
0,0,1,0,0
2,4,1,4,2
0,0,0,0,2
0,5,0,4,14
0,4,1,0,1
0,0,0,1,0
0,1,1,0,0
1,4,1,2,1
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,2,0
0,1,0,1,1
0,1,0,1,0
3,0,0,0,0
0,0,1,0,0
0,3,0,1,0
0,3,0,0,0
0,0,1,1,0
0,1,2,2,1
0,0,0,1,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
8,0,0,0,0
28,22,4,8,1
1,0,0,0,0
0,0,1,0,0
0,0,0,0,1
0,1,0,0,0
0,0,0,1,0
23,32,6,28,16
55,6,5,17,67
0,8,0,0,0
0,2,0,0,0
2,5,4,5,2
3,1,1,0,0
13,66,8,128,16
0,3,0,1,0
0,4,0,0,0
0,6,0,0,0
1,11,1,0,6
0,2,0,0,0
0,1,0,0,0
0,0,1,0,0
0,2,0,0,0
0,0,0,0,1
0,2,0,0,0
0,1,0,0,0
0,1,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
1,2,0,6,0
0,0,0,1,0
1,0,0,0,0
0,0,0,0,1
1,0,0,0,0
0,12,0,0,0
0,0,1,0,0
6,6,1,4,4
0,0,0,1,0
0,3,1,3,0
0,2,0,0,0
0,0,0,1,0
0,0,2,0,0
0,2,0,0,0
1,3,0,8,1
1,0,0,0,0
0,1,1,0,0
0,0,0,0,2
0,0,0,1,0
1,1,0,0,0
1,0,0,0,0
0,1,0,0,0
0,0,0,1,2
0,2,0,1,0
8,58,17,11,22
1,1,0,0,0
0,1,3,7,0
0,0,0,1,1
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
0,1,0,1,0
0,0,0,1,0
3,0,0,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0,0,1
3,0,0,0,0
0,2,0,0,0
0,0,0,5,0
4,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,0,0,1,0
843,26,10,1,2
2,1,1,0,0
0,1,1,0,0
0,2,4,0,0
0,1,0,0,0
1,0,0,0,0
2,7,1,3,0
0,1,0,0,0
1,6,2,5,2
0,3,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
1,110,19,52,8
0,0,0,0,1
18,2,2,1,1
0,0,0,2,2
2,0,1,0,0
0,0,1,0,0
0,0,0,1,1
0,0,1,0,0
0,37,6,1,3
0,4,0,13,0
0,3,0,2,1
2,0,0,0,9
0,2,2,0,0
0,0,0,1,0
0,0,0,0,1
0,0,0,1,0
0,0,3,0,0
1,0,0,0,0
8,0,7,0,1
0,1,0,0,0
1,0,0,0,0
19,25,2,21,2
0,1,0,0,0
1,0,0,0,0
0,0,1,0,0
0,0,0,1,0
6,20,7,23,9
0,0,0,2,0
0,1,0,0,0
0,0,1,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,0,1
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
5,2,0,2,1
2,1,0,0,0
2,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,3,21
0,0,1,0,0
0,0,3,1,0
1,0,0,0,0
0,4,4,7,24
1,1,0,0,0
0,0,1,0,0
2,0,2,0,0
0,0,0,0,1
1,0,0,0,0
0,1,0,0,0
0,1,0,5,1
1,0,0,0,0
0,0,0,2,0
0,1,0,0,0
0,0,0,1,1
0,3,1,1,1
0,0,0,0,1
0,1,0,0,0
0,0,2,0,0
1,7,16,9,6
0,0,1,0,0
0,2,0,0,0
2,0,3,0,0
0,1,0,11,0
0,1,1,0,0
2,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
114,543,83,458,197
13,0,0,34,96
0,0,0,1,0
3,12,1,0,1
0,1,0,0,0
0,0,1,0,0
0,2,0,0,0
1,0,0,0,0
36,2,4,3,4
0,1,0,0,0
0,3,0,0,23
0,1,0,2,2
0,1,0,0,0
0,0,0,1,0
4,16,2,17,5
0,0,0,1,0
0,1,0,1,2
1,7,1,5,3
2,12,3,6,7
0,2,0,0,0
0,0,0,1,0
0,1,0,0,0
0,0,0,0,13
1,0,0,0,0
1,1,0,4,0
17,0,0,0,0
0,1,0,0,0
5,14,0,5,1
30,223,164,85,109
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,0,1,0,0
8,3,4,1,0
5,0,0,0,0
0,0,0,1,0
1,0,0,0,0
0,2,0,2,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
13,73,22,8,42
1,2,0,0,0
0,0,0,1,0
0,0,1,0,0
2,0,0,0,0
0,1,0,0,0
0,0,1,0,0
2,7,0,3,75
46,58,12,25,21
3,3,0,3,24
1,0,0,0,0
0,0,1,0,0
0,0,1,0,0
1,0,0,0,0
0,0,1,0,0
0,0,4,0,0
0,7,7,1,0
0,0,0,0,1
0,1,0,0,0
1,0,0,0,0
0,0,1,0,0
0,0,0,1,0
0,0,0,1,0
2,1,1,0,1
1,0,1,0,0
252,346,98,230,142
0,1,0,0,0
0,0,1,0,0
0,0,0,7,0
4,4,1,1,1
0,0,3,0,1
0,1,0,0,0
0,0,1,0,0
0,0,1,0,0
0,0,0,1,0
0,2,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,0,1
25,30,7,15,5
0,3,5,0,0
1,0,0,0,0
0,0,0,1,0
0,1,0,1,0
2,0,0,0,0
0,0,1,0,1
17,0,0,0,0
0,0,0,0,1
0,1,1,1,0
2,28,25,33,5
0,0,0,1,0
0,0,0,3,0
4,24,2,15,0
0,0,1,0,0
8,5,2,3,6
0,3,3,1,0
0,5,0,5,4
0,0,0,1,0
0,0,0,0,1
5,1,0,2,2
0,0,1,0,0
2,0,2,1,2
2,2,2,2,2
0,0,0,1,0
0,1,0,0,0
0,2,0,0,0
0,1,0,0,0
0,0,0,11,0
0,3,0,0,0
3,0,0,3,5
0,0,1,3,4
0,2,1,0,10
36,11,11,1,2
7,4,0,12,0
0,1,0,1,0
0,0,1,0,0
0,4,0,0,1
2,2,3,6,0
0,0,0,1,0
2,10,15,105,2
0,0,0,0,3
1,0,0,0,0
11,3,1,26,7
0,0,0,1,0
23,87,38,489,14
0,2,0,0,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
1,1,0,0,0
7,1,0,0,0
0,1,0,1,0
3,12,9,1,8
0,0,0,1,0
2,24,11,5,15
0,0,0,0,1
1,78,4,1231,61
0,0,1,0,0
0,1,0,1,0
28,15,3,21,2
0,18,8,13,17
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,0,0,5
0,0,0,0,1
0,0,0,0,2
37,7,10,6,1
0,0,0,1,0
0,1,0,0,0
1,0,0,0,0
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,0,1,0
0,2,0,0,0
0,1,0,20,0
0,0,0,0,1
0,0,0,1,1
5,47,22,22,24
1,0,0,0,0
0,0,0,0,1
0,2,0,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,1
0,1,1,1,0
195,355,84,581,283
4,13,3,10,0
0,1,0,0,0
0,1,0,0,0
2,31,0,15,60
0,4,0,2,0
1,0,0,0,0
0,0,0,1,0
0,2,0,6,2
0,1,0,0,0
8,1,5,0,0
0,1,0,1,1
0,1,2,2,1
1,0,0,0,0
1,0,0,0,0
3,19,6,0,28
0,7,0,5,0
0,1,0,0,0
0,1,0,0,0
0,0,0,6,1
0,0,0,1,0
1,0,0,0,0
2,0,0,3,1
0,2,0,1,0
0,0,0,1,0
0,3,0,0,0
4,0,0,0,0
3,0,0,0,0
4,1,0,5,1
0,0,1,0,0
0,0,0,1,0
0,1,2,1,2
28,63,84,140,52
3,69,12,76,15
0,1,0,3,0
0,2,0,0,0
0,1,0,0,0
0,13,1,0,0
1,0,0,0,0
0,2,0,0,0
0,6,0,0,0
27,103,11,6,1
0,1,0,1,0
0,0,1,13,0
0,0,0,1,0
4,13,0,0,0
0,1,0,0,0
0,0,1,0,0
1,0,0,0,1
0,0,0,1,0
0,0,0,1,0
0,0,0,0,1
0,0,0,1,0
93,190,42,163,293
51,550,90,1171,1291
3,0,0,0,0
3,1,0,0,0
0,1,0,0,0
0,0,0,1,1
1,1,1,2,0
7,3,0,2,0
0,0,0,1,0
3,1,0,0,2
0,0,0,1,0
1,0,0,0,0
1,0,0,0,0
0,1,0,0,0
4,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,0,1
1,2,1,1,0
0,0,0,1,0
0,3,0,0,0
0,0,1,0,0
10,0,0,0,0
35,3,0,1,0
0,5,0,0,0
0,1,2,0,1
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,0,0,2,0
1,0,0,0,0
1,1,9,0,0
0,1,0,0,0
0,1,0,1,0
1,0,0,0,0
5,78,10,64,45
0,0,0,3,0
0,0,1,0,0
0,1,0,0,0
0,1,0,0,0
2,0,0,0,0
0,2,3,1,1
0,0,0,0,1
0,1,0,0,0
0,20,4,0,0
0,2,0,0,0
0,0,0,0,1
0,2,0,0,0
0,1,0,0,0
3,2,0,14,0
2,0,0,0,0
0,1,0,0,0
0,1,1,8,0
0,0,2,6,2
1,0,0,0,1
0,2,0,1,3
0,1,1,0,0
0,0,3,0,0
3,0,0,0,0
0,0,1,0,0
0,1,0,1,0
3,0,0,0,0
2,6,0,14,0
0,0,0,1,0
0,1,0,2,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
0,1,0,1,0
6,0,0,0,0
1,1,0,0,0
0,0,1,0,0
0,0,0,1,0
0,5,0,14,2
5,1,16,0,9
0,1,0,0,1
0,0,1,0,0
0,0,0,2,0
2,0,0,0,0
1,0,0,0,0
0,1,0,0,0
0,0,23,1,0
0,0,1,0,0
0,1,1,0,0
8,0,8,2,0
0,0,1,0,0
2,7,2,50,65
0,2,0,0,0
0,0,0,0,1
36,0,9,0,3
0,2,0,2,4
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,1,0,1,0
0,0,0,1,0
0,0,0,1,0
0,1,7,0,1
0,0,1,0,0
3,9,3,2,2
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,0,1,0,0
0,0,1,2,0
0,2,0,0,0
15,40,10,11,6
0,3,3,0,8
0,2,0,1,0
3,3,3,0,5
0,2,0,0,0
1,0,0,0,0
2,7,4,9,3
0,0,0,1,0
0,1,0,0,0
0,66,0,49,1
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
1,6,0,2,1
7,8,5,2,7
0,0,0,0,2
0,0,0,0,1
0,0,0,0,1
56,181,112,135,222
0,2,0,2,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
3,1,0,8,20
0,1,0,0,0
1,0,0,0,0
0,1,0,0,0
0,1,0,0,0
8,2,10,0,5
0,0,0,1,0
1,0,0,0,0
1,0,0,0,0
3,2,2,0,0
0,0,2,0,0
0,15,8,11,9
0,0,0,1,0
0,4,0,3,1
0,25,3,2,2
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
2,5,1,3,0
0,0,1,0,0
0,0,0,1,0
2,0,0,0,0
54,62,14,52,22
1,0,0,0,0
2,6,0,7,1
0,2,0,0,0
10,7,4,9,11
1,0,0,0,0
2,0,0,0,0
0,0,1,0,0
0,0,0,1,0
0,0,0,1,0
1,5,19,1,0
0,0,0,1,0
1,6,16,0,1
1,3,0,2,0
6,20,5,34,20
0,0,0,1,0
0,0,0,0,1
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
15,1,0,0,1
3,8,0,0,0
0,1,0,0,0
31,65,11,27,12
0,3,0,0,1
0,0,0,0,1
0,0,0,1,0
0,1,0,0,2
1,1,0,0,1
0,0,0,0,1
8,0,1,0,0
1,0,0,0,0
0,0,1,0,0
2,3,0,0,5
0,1,0,0,0
50,0,2,0,1
0,9,1,0,17
1,0,0,1,0
0,0,1,0,0
0,0,0,1,0
0,0,0,1,0
0,1,0,0,1
0,0,0,1,0
0,0,1,0,0
0,1,0,0,0
0,0,1,0,0
0,1,1,0,0
0,0,0,0,2
0,0,0,2,0
5,29,9,15,18
0,0,0,0,2
3,0,0,0,0
0,0,1,0,0
2,0,0,0,0
53,0,0,0,0
0,5,0,0,1
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,1,1,0
0,0,0,4,0
0,0,2,0,0
5,0,2,2,0
0,0,0,1,0
0,0,1,0,0
1,32,1,4,259
0,0,0,0,1
0,0,0,2,0
0,0,0,1,2
7,11,5,20,12
0,0,0,0,5
1,1,0,1,0
1,0,0,0,0
4,0,0,0,0
0,2,0,0,0
0,0,5,0,0
0,0,1,0,0
0,1,0,0,0
0,0,1,0,0
0,0,0,0,3
0,2,0,1,0
0,2,0,0,0
1,0,0,2,3
15,0,0,0,0
1,0,0,0,0
0,8,5,10,0
0,2,1,4,1
0,3,1,0,0
0,0,0,1,0
0,1,0,5,1
0,0,2,0,0
0,0,0,0,1
0,0,0,1,0
2,6,2,3,0
0,0,0,1,0
53,93,24,60,6
5,9,1,4,206
4,0,0,0,0
0,0,0,2,0
0,5,1,4,4
0,0,0,1,0
0,3,1,0,0
0,0,1,0,0
0,1,0,0,0
0,2,0,0,0
1,0,0,6,0
2,0,1,0,0
0,0,0,1,0
2,0,0,0,0
0,7,4,1,0
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
93,53,22,48,101
0,0,1,0,0
0,0,0,1,0
2,3,4,0,0
5,2,2,1,1
0,0,0,1,0
0,0,0,0,1
0,1,0,0,0
1,0,0,0,0
0,0,1,0,0
0,2,0,0,0
1,0,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
9,0,0,0,0
0,2,5,0,0
0,0,0,0,2
0,1,0,0,0
4,1,0,2,1
0,0,0,1,0
0,1,0,1,1
0,0,0,1,0
0,2,0,0,0
0,1,0,0,0
0,0,2,0,0
0,1,0,0,0
0,1,0,0,0
5,6,0,12,2
1,0,0,3,0
0,4,0,0,0
0,2,0,0,0
6,7,1,2,0
0,1,0,0,0
0,0,0,0,1
0,3,0,3,4
51,109,16,77,529
0,2,0,0,0
0,1,0,0,0
1,0,0,0,0
0,6,0,0,0
0,1,0,1,0
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
0,0,1,0,0
0,7,1,0,0
0,0,1,0,0
1,0,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,1,0,0
0,1,0,0,0
5,0,5,0,2
0,0,1,0,0
0,7,1,3,1
0,0,2,0,0
254,406,39,621,76
0,0,0,2,0
2,28,2,4,0
0,0,3,0,0
0,0,0,0,1
0,1,0,2,0
4,18,0,58,0
1,0,0,0,0
2,0,0,1,0
2,0,0,0,0
0,0,4,0,0
0,0,3,0,0
1,0,0,0,0
0,0,0,1,0
28,50,7,9,225
0,4,1,1,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
4,0,0,0,0
0,1,0,0,0
0,1,1,0,0
0,1,0,1,1
1,2,0,1,0
1,0,0,0,0
0,0,0,0,1
0,0,0,0,1
26,15,17,8,5
0,0,0,0,1
16,22,5,206,31
0,3,4,4,0
0,1,0,0,0
0,1,4,1,0
0,0,0,1,0
1,0,0,0,0
